,CountryCode_Language,CountryCode,Language,IsOfficial,Percentage,add_numerical
927,UZB_Uzbek,UZB,Uzbek,T,72.6,72.6
928,VAT_Italian,VAT,Italian,T,0.0,0.0
929,VCT_Creole English,VCT,Creole English,F,99.1,99.1
930,VCT_English,VCT,English,T,0.0,0.0
931,VEN_Goajiro,VEN,Goajiro,F,0.4,0.4
932,VEN_Spanish,VEN,Spanish,T,96.9,96.9
933,VEN_Warrau,VEN,Warrau,F,0.1,0.1
934,VGB_English,VGB,English,T,0.0,0.0
935,VIR_English,VIR,English,T,81.7,81.7
936,VIR_French,VIR,French,F,2.5,2.5
937,VIR_Spanish,VIR,Spanish,F,13.3,13.3
938,VNM_Chinese,VNM,Chinese,F,1.4,1.4
939,VNM_Khmer,VNM,Khmer,F,1.4,1.4
940,VNM_Man,VNM,Man,F,0.7,0.7
941,VNM_Miao,VNM,Miao,F,0.9,0.9
942,VNM_Muong,VNM,Muong,F,1.5,1.5
943,VNM_Nung,VNM,Nung,F,1.1,1.1
944,VNM_Thai,VNM,Thai,F,1.6,1.6
945,VNM_Tho,VNM,Tho,F,1.8,1.8
946,VNM_Vietnamese,VNM,Vietnamese,T,86.8,86.8
947,VUT_Bislama,VUT,Bislama,T,56.6,56.6
948,VUT_English,VUT,English,T,28.3,28.3
949,VUT_French,VUT,French,T,14.2,14.2
950,WLF_Futuna,WLF,Futuna,F,0.0,0.0
951,WLF_Wallis,WLF,Wallis,F,0.0,0.0
952,WSM_English,WSM,English,T,0.6,0.6
953,WSM_Samoan,WSM,Samoan,T,47.5,47.5
954,WSM_Samoan-English,WSM,Samoan-English,F,52.0,52.0
955,YEM_Arabic,YEM,Arabic,T,99.6,99.6
956,YEM_Soqutri,YEM,Soqutri,F,0.0,0.0
957,YUG_Albaniana,YUG,Albaniana,F,16.5,16.5
958,YUG_Hungarian,YUG,Hungarian,F,3.4,3.4
959,YUG_Macedonian,YUG,Macedonian,F,0.5,0.5
960,YUG_Romani,YUG,Romani,F,1.4,1.4
961,YUG_Serbo-Croatian,YUG,Serbo-Croatian,T,75.2,75.2
962,YUG_Slovak,YUG,Slovak,F,0.7,0.7
963,ZAF_Afrikaans,ZAF,Afrikaans,T,14.3,14.3
964,ZAF_English,ZAF,English,T,8.5,8.5
965,ZAF_Ndebele,ZAF,Ndebele,F,1.5,1.5
966,ZAF_Northsotho,ZAF,Northsotho,F,9.1,9.1
967,ZAF_Southsotho,ZAF,Southsotho,F,7.6,7.6
968,ZAF_Swazi,ZAF,Swazi,F,2.5,2.5
969,ZAF_Tsonga,ZAF,Tsonga,F,4.3,4.3
970,ZAF_Tswana,ZAF,Tswana,F,8.1,8.1
971,ZAF_Venda,ZAF,Venda,F,2.2,2.2
972,ZAF_Xhosa,ZAF,Xhosa,T,17.7,17.7
973,ZAF_Zulu,ZAF,Zulu,T,22.7,22.7
974,ZMB_Bemba,ZMB,Bemba,F,29.7,29.7
975,ZMB_Chewa,ZMB,Chewa,F,5.7,5.7
976,ZMB_Lozi,ZMB,Lozi,F,6.4,6.4
977,ZMB_Nsenga,ZMB,Nsenga,F,4.3,4.3
978,ZMB_Nyanja,ZMB,Nyanja,F,7.8,7.8
979,ZMB_Tongan,ZMB,Tongan,F,11.0,11.0
980,ZWE_English,ZWE,English,T,2.2,2.2
981,ZWE_Ndebele,ZWE,Ndebele,F,16.2,16.2
982,ZWE_Nyanja,ZWE,Nyanja,F,2.2,2.2
983,ZWE_Shona,ZWE,Shona,F,72.1,72.1
