,GeneID1_GeneID2,GeneID1,GeneID2,Type,Expression_Corr,add_numerical
779,G237630_G235899,G237630,G235899,Genetic,-0.21443642,-0.21443642
780,G237630_G238282,G237630,G238282,Genetic,0.741966448,0.741966448
781,G237630_G238857,G237630,G238857,Genetic,0.327484445,0.327484445
782,G237743_G234235,G237743,G234235,Genetic,0.1441530359999999,0.1441530359999999
783,G237743_G239063,G237743,G239063,Physical,-0.637476722,-0.637476722
784,G237760_G235242,G237760,G235242,Genetic,0.0,0.0
785,G237803_G234677,G237803,G234677,Genetic,-0.484879782,-0.484879782
786,G237833_G234769,G237833,G234769,Physical,-0.027906586,-0.027906586
787,G237845_G235185,G237845,G235185,Physical,-0.39099143,-0.39099143
788,G237857_G238954,G237857,G238954,Physical,-0.005715852,-0.005715852
789,G237865_G237857,G237865,G237857,Physical,0.394436119,0.394436119
790,G237865_G238954,G237865,G238954,Physical,0.272898577,0.272898577
791,G237884_G237884,G237884,G237884,Physical,1.0,1.0
792,G237892_G239393,G237892,G239393,Physical,0.8533770009999999,0.8533770009999999
793,G237916_G234716,G237916,G234716,Genetic,0.8640341859999999,0.8640341859999999
794,G238024_G236147,G238024,G236147,Physical,-0.580845456,-0.580845456
795,G238024_G239341,G238024,G239341,Physical,-0.21832131,-0.21832131
796,G238035_G238033,G238035,G238033,Genetic,0.7032422559999999,0.7032422559999999
797,G238061_G235099,G238061,G235099,Genetic-Physical,0.83212726,0.83212726
798,G238061_G235862,G238061,G235862,Physical,0.19928019,0.19928019
799,G238117_G235624,G238117,G235624,Physical,0.032440557,0.032440557
800,G238190_G234073,G238190,G234073,Genetic,0.892128037,0.892128037
801,G238191_G235706,G238191,G235706,Genetic,0.495625085,0.495625085
802,G238195_G234381,G238195,G234381,Physical,0.327655764,0.327655764
803,G238235_G238102,G238235,G238102,Genetic,0.784481276,0.784481276
804,G238391_G236509,G238391,G236509,Genetic,0.762737731,0.762737731
805,G238472_G238472,G238472,G238472,Physical,1.0,1.0
806,G238498_G235490,G238498,G235490,Physical,-0.329997737,-0.329997737
807,G238510_G235250,G238510,G235250,Physical,0.450063781,0.450063781
808,G238510_G239467,G238510,G239467,Genetic,0.252653076,0.252653076
809,G238567_G235874,G238567,G235874,Physical,0.6424851770000001,0.6424851770000001
810,G238610_G235381,G238610,G235381,Physical,0.0,0.0
811,G238621_G237892,G238621,G237892,Physical,0.817373583,0.817373583
812,G238621_G238621,G238621,G238621,Physical,1.0,1.0
813,G238621_G239294,G238621,G239294,Physical,0.0,0.0
814,G238621_G239523,G238621,G239523,Physical,0.8675981770000001,0.8675981770000001
815,G238637_G235329,G238637,G235329,Physical,0.882041706,0.882041706
816,G238637_G235637,G238637,G235637,Physical,0.456974023,0.456974023
817,G238637_G235843,G238637,G235843,Physical,0.421137886,0.421137886
818,G238637_G236351,G238637,G236351,Physical,0.607623499,0.607623499
819,G238637_G236462,G238637,G236462,Physical,-0.025407772,-0.025407772
820,G238637_G238793,G238637,G238793,Physical,0.677908787,0.677908787
821,G238637_G240400,G238637,G240400,Physical,0.465046453,0.465046453
822,G238640_G235404,G238640,G235404,Physical,0.644930661,0.644930661
823,G238677_G238564,G238677,G238564,Physical,0.707119519,0.707119519
824,G238695_G240099,G238695,G240099,Genetic,0.11229754,0.11229754
825,G238704_G235639,G238704,G235639,Physical,-0.325546482,-0.325546482
826,G238704_G235701,G238704,G235701,Physical,-0.33833498,-0.33833498
827,G238715_G234522,G238715,G234522,Genetic,-0.074017981,-0.074017981
828,G238715_G234868,G238715,G234868,Genetic,0.845034905,0.845034905
829,G238740_G237345,G238740,G237345,Physical,0.0,0.0
830,G238786_G234103,G238786,G234103,Genetic,0.246903545,0.246903545
831,G238916_G239488,G238916,G239488,Genetic,0.847284247,0.847284247
832,G238928_G234868,G238928,G234868,Physical,0.158555549,0.158555549
833,G238935_G235300,G238935,G235300,Genetic,0.581089536,0.581089536
834,G238946_G238946,G238946,G238946,Physical,1.0,1.0
835,G238954_G238954,G238954,G238954,Physical,1.0,1.0
836,G238968_G234400,G238968,G234400,Physical,0.426586935,0.426586935
837,G238990_G238033,G238990,G238033,Genetic,0.256256121,0.256256121
838,G239008_G234334,G239008,G234334,Genetic,0.761056162,0.761056162
839,G239008_G234644,G239008,G234644,Physical,0.061045493,0.061045493
840,G239010_G235252,G239010,G235252,Genetic-Physical,0.36742161,0.36742161
841,G239010_G235303,G239010,G235303,Genetic-Physical,-0.6544138860000001,-0.6544138860000001
842,G239010_G235500,G239010,G235500,Genetic,0.4688050520000001,0.4688050520000001
843,G239010_G235568,G239010,G235568,Genetic,0.808213877,0.808213877
844,G239010_G235697,G239010,G235697,Genetic,0.600499074,0.600499074
845,G239010_G239010,G239010,G239010,Genetic-Physical,1.0,1.0
846,G239048_G239048,G239048,G239048,Physical,1.0,1.0
847,G239098_G239536,G239098,G239536,Genetic,0.743642508,0.743642508
848,G239101_G239101,G239101,G239101,Physical,1.0,1.0
849,G239178_G238510,G239178,G238510,Genetic,0.244344673,0.244344673
850,G239178_G239178,G239178,G239178,Genetic,1.0,1.0
851,G239223_G237021,G239223,G237021,Physical,-0.080975715,-0.080975715
852,G239266_G235500,G239266,G235500,Physical,0.8308713659999999,0.8308713659999999
853,G239266_G235568,G239266,G235568,Physical,0.7590417309999999,0.7590417309999999
854,G239266_G235652,G239266,G235652,Physical,0.71318708,0.71318708
855,G239266_G235697,G239266,G235697,Physical,0.676839746,0.676839746
856,G239266_G235830,G239266,G235830,Physical,0.698222253,0.698222253
857,G239266_G237021,G239266,G237021,Physical,0.7506576859999999,0.7506576859999999
858,G239294_G237892,G239294,G237892,Physical,0.0,0.0
859,G239321_G238786,G239321,G238786,Physical,-0.38027868,-0.38027868
860,G239341_G235856,G239341,G235856,Genetic,-0.292237453,-0.292237453
861,G239341_G238024,G239341,G238024,Physical,-0.21832131,-0.21832131
862,G239341_G239341,G239341,G239341,Physical,1.0,1.0
863,G239428_G235285,G239428,G235285,Physical,0.6959618540000001,0.6959618540000001
864,G239428_G235500,G239428,G235500,Physical,0.63104832,0.63104832
865,G239428_G235542,G239428,G235542,Genetic,0.724517344,0.724517344
866,G239428_G235830,G239428,G235830,Physical,0.483882289,0.483882289
867,G239467_G235639,G239467,G235639,Physical,-0.483302361,-0.483302361
868,G239467_G235701,G239467,G235701,Genetic,-0.430351878,-0.430351878
869,G239467_G238704,G239467,G238704,Physical,0.7230512659999999,0.7230512659999999
870,G239523_G239294,G239523,G239294,Physical,0.0,0.0
871,G239544_G239544,G239544,G239544,Physical,1.0,1.0
872,G239626_G235189,G239626,G235189,Physical,-0.021232402,-0.021232402
873,G239628_G235137,G239628,G235137,Physical,-0.7144599690000001,-0.7144599690000001
874,G239628_G235874,G239628,G235874,Physical,-0.584873248,-0.584873248
875,G239628_G236745,G239628,G236745,Physical,0.07497327,0.07497327
876,G239653_G238564,G239653,G238564,Physical,-0.234335757,-0.234335757
877,G239672_G234359,G239672,G234359,Physical,-0.154090021,-0.154090021
878,G239673_G234392,G239673,G234392,Genetic,0.853229728,0.853229728
879,G239673_G234779,G239673,G234779,Genetic,0.0,0.0
880,G239673_G235329,G239673,G235329,Physical,0.500133376,0.500133376
881,G239673_G236351,G239673,G236351,Physical,0.698583735,0.698583735
882,G239673_G236356,G239673,G236356,Genetic,0.8593603809999999,0.8593603809999999
883,G239673_G237916,G239673,G237916,Genetic,0.7999649240000001,0.7999649240000001
884,G239673_G238637,G239673,G238637,Physical,0.128621288,0.128621288
885,G239673_G240400,G239673,G240400,Physical,0.538387485,0.538387485
886,G239711_G235336,G239711,G235336,Physical,-0.202081146,-0.202081146
887,G239804_G235780,G239804,G235780,Physical,0.9393732,0.9393732
888,G239804_G237021,G239804,G237021,Genetic-Physical,0.8979754209999999,0.8979754209999999
889,G239965_G234715,G239965,G234715,Physical,-0.549544943,-0.549544943
890,G239965_G240032,G239965,G240032,Physical,0.212337482,0.212337482
891,G239975_G234868,G239975,G234868,Physical,0.902129907,0.902129907
892,G239976_G235780,G239976,G235780,Physical,0.846469013,0.846469013
893,G240043_G234756,G240043,G234756,Genetic,0.68881478,0.68881478
894,G240065_G235252,G240065,G235252,Physical,-0.16342993,-0.16342993
895,G240065_G235381,G240065,G235381,Physical,-0.6528786999999999,-0.6528786999999999
896,G240065_G235417,G240065,G235417,Physical,0.722682862,0.722682862
897,G240065_G235568,G240065,G235568,Physical,0.905905949,0.905905949
898,G240065_G235697,G240065,G235697,Physical,0.7987815559999999,0.7987815559999999
899,G240065_G235830,G240065,G235830,Physical,0.265669513,0.265669513
900,G240065_G237624,G240065,G237624,Physical,0.821403221,0.821403221
901,G240303_G234234,G240303,G234234,Physical,-0.36216862,-0.36216862
902,G240337_G236730,G240337,G236730,Genetic,-0.508882033,-0.508882033
903,G240346_G240346,G240346,G240346,Physical,1.0,1.0
904,G240400_G235404,G240400,G235404,Physical,0.7875943320000001,0.7875943320000001
905,G240400_G235763,G240400,G235763,Physical,0.881404827,0.881404827
906,G240410_G237021,G240410,G237021,Physical,0.220155279,0.220155279
907,G240410_G239017,G240410,G239017,Physical,0.285031304,0.285031304
908,G240410_G240410,G240410,G240410,Physical,1.0,1.0
909,G240504_G237021,G240504,G237021,Physical,0.798424307,0.798424307
