,GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization,add_numerical
2069,G235273,Non-Essential,?,RNA processing complexes,Nucleic acid metabolism defects,PS00340,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
2070,G235273,Non-Essential,?,RNA processing complexes,Nucleic acid metabolism defects,PS00340,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2071,G235273,Non-Essential,?,RNA processing complexes,Nucleic acid metabolism defects,PS00626,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
2072,G235273,Non-Essential,?,RNA processing complexes,Nucleic acid metabolism defects,PS00626,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2073,G235274,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
2074,G235274,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,4
2075,G235274,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2076,G235277,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,4
2077,G235277,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,4
2078,G235277,Non-Essential,?,Cytoskeleton,Mating and sporulation defects,?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,4
2079,G235277,Non-Essential,?,Cytoskeleton,Mating and sporulation defects,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,4
2080,G235277,Non-Essential,?,Cytoskeleton,Stress response defects,?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,4
2081,G235277,Non-Essential,?,Cytoskeleton,Stress response defects,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,4
2082,G235278,Non-Essential,?,Histone acetyltransferase complexes,Mating and sporulation defects,?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
2083,G235278,Non-Essential,?,Histone acetyltransferase complexes,Mating and sporulation defects,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2084,G235278,Non-Essential,?,Histone acetyltransferase complexes,Mating and sporulation defects,?,4,TRANSCRIPTION,nucleus,4
2085,G235278,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,4
2086,G235278,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2087,G235278,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,4,TRANSCRIPTION,nucleus,4
2088,G235279,Essential,?,Transcription complexes/Transcriptosome,?,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2089,G235279,Essential,?,Transcription complexes/Transcriptosome,?,?,4,TRANSCRIPTION,nucleus,4
2090,G235281,Essential,?,Intracellular transport complexes,?,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),golgi,4
2091,G235281,Essential,?,Intracellular transport complexes,?,?,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,golgi,4
2092,G235285,Essential,?,RNA processing complexes,Cell morphology and organelle mutants,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2093,G235285,Essential,?,RNA processing complexes,Cell morphology and organelle mutants,?,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,4
2094,G235285,Essential,?,RNA processing complexes,Cell morphology and organelle mutants,?,4,PROTEIN DESTINATION,nucleus,4
2095,G235285,Essential,?,RNA processing complexes,Cell morphology and organelle mutants,?,4,TRANSCRIPTION,nucleus,4
2096,G235285,Essential,?,RNA processing complexes,Conditional phenotypes,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2097,G235285,Essential,?,RNA processing complexes,Conditional phenotypes,?,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,4
2098,G235285,Essential,?,RNA processing complexes,Conditional phenotypes,?,4,PROTEIN DESTINATION,nucleus,4
2099,G235285,Essential,?,RNA processing complexes,Conditional phenotypes,?,4,TRANSCRIPTION,nucleus,4
2100,G235285,Essential,?,RNA processing complexes,Nucleic acid metabolism defects,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2101,G235285,Essential,?,RNA processing complexes,Nucleic acid metabolism defects,?,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,4
2102,G235285,Essential,?,RNA processing complexes,Nucleic acid metabolism defects,?,4,PROTEIN DESTINATION,nucleus,4
2103,G235285,Essential,?,RNA processing complexes,Nucleic acid metabolism defects,?,4,TRANSCRIPTION,nucleus,4
2104,G235287,Non-Essential,?,Histone acetyltransferase complexes,Conditional phenotypes,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2105,G235287,Non-Essential,?,Histone acetyltransferase complexes,Conditional phenotypes,?,4,TRANSCRIPTION,nucleus,4
2106,G235287,Non-Essential,?,Intracellular transport complexes,Conditional phenotypes,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2107,G235287,Non-Essential,?,Intracellular transport complexes,Conditional phenotypes,?,4,TRANSCRIPTION,nucleus,4
2108,G235287,Non-Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2109,G235287,Non-Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,?,4,TRANSCRIPTION,nucleus,4
2110,G235288,?,?,Translation complexes,?,PS00646,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
2111,G235288,?,?,Translation complexes,?,PS00646,4,PROTEIN SYNTHESIS,cytoplasm,4
2112,G235293,Essential,?,Intracellular transport complexes,?,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),golgi,4
2113,G235293,Essential,?,Intracellular transport complexes,?,?,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,golgi,4
2114,G235294,Essential,?,RNA processing complexes,?,?,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
2115,G235294,Essential,?,RNA processing complexes,?,?,4,PROTEIN DESTINATION,nucleus,4
2116,G235294,Essential,?,RNA processing complexes,?,?,4,TRANSCRIPTION,nucleus,4
2117,G235297,Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,PS00014,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,4
2118,G235297,Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,PS00014,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,ER,4
2119,G235297,Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,PS00014,4,PROTEIN DESTINATION,ER,4
2120,G235297,Essential,?,Intracellular transport complexes,Conditional phenotypes,PS00014,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,4
2121,G235297,Essential,?,Intracellular transport complexes,Conditional phenotypes,PS00014,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,ER,4
2122,G235297,Essential,?,Intracellular transport complexes,Conditional phenotypes,PS00014,4,PROTEIN DESTINATION,ER,4
2123,G235297,Essential,?,Intracellular transport complexes,Sensitivity to antibiotics,PS00014,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,4
2124,G235297,Essential,?,Intracellular transport complexes,Sensitivity to antibiotics,PS00014,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,ER,4
2125,G235297,Essential,?,Intracellular transport complexes,Sensitivity to antibiotics,PS00014,4,PROTEIN DESTINATION,ER,4
2126,G235300,Essential,?,Translocon,?,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,5
2127,G235300,Essential,?,Translocon,?,?,5,METABOLISM,ER,5
2128,G235300,Essential,?,Translocon,?,?,5,PROTEIN DESTINATION,ER,5
2129,G235301,Non-Essential,?,Gim complexes,Cell morphology and organelle mutants,?,5,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),cytoplasm,5
2130,G235301,Non-Essential,?,Gim complexes,Cell morphology and organelle mutants,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2131,G235301,Non-Essential,?,Gim complexes,Cell morphology and organelle mutants,?,5,PROTEIN DESTINATION,cytoplasm,5
2132,G235301,Non-Essential,?,Gim complexes,Conditional phenotypes,?,5,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),cytoplasm,5
2133,G235301,Non-Essential,?,Gim complexes,Conditional phenotypes,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2134,G235301,Non-Essential,?,Gim complexes,Conditional phenotypes,?,5,PROTEIN DESTINATION,cytoplasm,5
2135,G235301,Non-Essential,?,Gim complexes,Unknown,?,5,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),cytoplasm,5
2136,G235301,Non-Essential,?,Gim complexes,Unknown,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2137,G235301,Non-Essential,?,Gim complexes,Unknown,?,5,PROTEIN DESTINATION,cytoplasm,5
2138,G235302,Essential,?,Mitochondrial translocase complex,?,?,5,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),mitochondria,5
2139,G235302,Essential,?,Mitochondrial translocase complex,?,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,5
2140,G235302,Essential,?,Mitochondrial translocase complex,?,?,5,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,mitochondria,5
2141,G235302,Essential,?,Mitochondrial translocase complex,?,?,5,PROTEIN DESTINATION,mitochondria,5
2142,G235303,Non-Essential,?,Respiration chain complexes,"Auxotrophies, carbon and",PS00199,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,5
2143,G235303,Non-Essential,?,Respiration chain complexes,"Auxotrophies, carbon and",PS00199,5,ENERGY,mitochondria,5
2144,G235303,Non-Essential,?,Respiration chain complexes,"Auxotrophies, carbon and",PS00200,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,5
2145,G235303,Non-Essential,?,Respiration chain complexes,"Auxotrophies, carbon and",PS00200,5,ENERGY,mitochondria,5
2146,G235307,Non-Essential,?,Histone acetyltransferase complexes,?,PS00678,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2147,G235307,Non-Essential,?,Histone acetyltransferase complexes,?,PS00678,5,PROTEIN DESTINATION,cytoplasm,5
2148,G235307,Non-Essential,?,Histone acetyltransferase complexes,?,PS00678,5,TRANSCRIPTION,cytoplasm,5
2149,G235309,Ambiguous-Essential,?,Exocyst complex,"Auxotrophies, carbon and",?,5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,5
2150,G235309,Ambiguous-Essential,?,Exocyst complex,"Auxotrophies, carbon and",?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2151,G235309,Ambiguous-Essential,?,Exocyst complex,"Auxotrophies, carbon and",?,5,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,5
2152,G235309,Ambiguous-Essential,?,Exocyst complex,Cell morphology and organelle mutants,?,5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,5
2153,G235309,Ambiguous-Essential,?,Exocyst complex,Cell morphology and organelle mutants,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2154,G235309,Ambiguous-Essential,?,Exocyst complex,Cell morphology and organelle mutants,?,5,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,5
2155,G235309,Ambiguous-Essential,?,Exocyst complex,Conditional phenotypes,?,5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,5
2156,G235309,Ambiguous-Essential,?,Exocyst complex,Conditional phenotypes,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2157,G235309,Ambiguous-Essential,?,Exocyst complex,Conditional phenotypes,?,5,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,5
2158,G235310,Essential,?,Proteasome,?,PS00854,5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,5
2159,G235310,Essential,?,Proteasome,?,PS00854,5,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,5
2160,G235310,Essential,?,Proteasome,?,PS00854,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,5
2161,G235310,Essential,?,Proteasome,?,PS00854,5,PROTEIN DESTINATION,nucleus,5
2162,G235312,Non-Essential,?,Cytoskeleton,Cell cycle defects,?,5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,5
2163,G235312,Non-Essential,?,Cytoskeleton,Cell cycle defects,?,5,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),cytoskeleton,5
2164,G235312,Non-Essential,?,Cytoskeleton,Cell cycle defects,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,5
2165,G235312,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,?,5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,5
2166,G235312,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,?,5,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),cytoskeleton,5
2167,G235312,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,5
2168,G235312,Non-Essential,?,Cytoskeleton,Conditional phenotypes,?,5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,5
2169,G235312,Non-Essential,?,Cytoskeleton,Conditional phenotypes,?,5,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),cytoskeleton,5
2170,G235312,Non-Essential,?,Cytoskeleton,Conditional phenotypes,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,5
2171,G235313,Essential,?,?,?,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,5
2172,G235317,Non-Essential,?,Translation complexes,?,PS01145,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2173,G235317,Non-Essential,?,Translation complexes,?,PS01145,5,PROTEIN SYNTHESIS,cytoplasm,5
2174,G235324,Essential,?,Proteasome,?,PS00854,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,5
2175,G235324,Essential,?,Proteasome,?,PS00854,5,PROTEIN DESTINATION,nucleus,5
2176,G235326,?,?,Translation complexes,?,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2177,G235326,?,?,Translation complexes,?,?,5,PROTEIN SYNTHESIS,cytoplasm,5
2178,G235327,Non-Essential,?,Nuclear pore complex (NPC),?,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,5
2179,G235327,Non-Essential,?,Nuclear pore complex (NPC),?,?,5,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,5
2180,G235329,Essential,?,RNA processing complexes,?,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,5
2181,G235329,Essential,?,RNA processing complexes,?,?,5,TRANSCRIPTION,nucleus,5
2182,G235331,Non-Essential,?,Translation complexes,?,PS00733,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2183,G235331,Non-Essential,?,Translation complexes,?,PS00733,5,PROTEIN SYNTHESIS,cytoplasm,5
2184,G235332,Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00351,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,5
2185,G235332,Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00351,5,TRANSCRIPTION,nucleus,5
2186,G235334,Non-Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,5
2187,G235334,Non-Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,?,5,TRANSCRIPTION,nucleus,5
2188,G235335,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,5,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,5
2189,G235335,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,5
2190,G235336,Essential,?,RNA processing complexes,?,PS00017,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2191,G235336,Essential,?,RNA processing complexes,?,PS00017,5,PROTEIN SYNTHESIS,cytoplasm,5
2192,G235336,Essential,?,RNA processing complexes,?,PS00017,5,TRANSCRIPTION,cytoplasm,5
2193,G235336,Essential,?,RNA processing complexes,?,PS00030,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2194,G235336,Essential,?,RNA processing complexes,?,PS00030,5,PROTEIN SYNTHESIS,cytoplasm,5
2195,G235336,Essential,?,RNA processing complexes,?,PS00030,5,TRANSCRIPTION,cytoplasm,5
2196,G235336,Essential,?,Translation complexes,?,PS00017,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2197,G235336,Essential,?,Translation complexes,?,PS00017,5,PROTEIN SYNTHESIS,cytoplasm,5
2198,G235336,Essential,?,Translation complexes,?,PS00017,5,TRANSCRIPTION,cytoplasm,5
2199,G235336,Essential,?,Translation complexes,?,PS00030,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
2200,G235336,Essential,?,Translation complexes,?,PS00030,5,PROTEIN SYNTHESIS,cytoplasm,5
2201,G235336,Essential,?,Translation complexes,?,PS00030,5,TRANSCRIPTION,cytoplasm,5
2202,G235340,Essential,?,SCF (Skp1-Cdc53-F-box protein) complexes,Cell cycle defects,?,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,6
2203,G235340,Essential,?,SCF (Skp1-Cdc53-F-box protein) complexes,Cell cycle defects,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
2204,G235340,Essential,?,SCF (Skp1-Cdc53-F-box protein) complexes,Cell morphology and organelle mutants,?,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,6
2205,G235340,Essential,?,SCF (Skp1-Cdc53-F-box protein) complexes,Cell morphology and organelle mutants,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
2206,G235340,Essential,?,SCF (Skp1-Cdc53-F-box protein) complexes,Conditional phenotypes,?,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,6
2207,G235340,Essential,?,SCF (Skp1-Cdc53-F-box protein) complexes,Conditional phenotypes,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
2208,G235344,Essential,?,Nuclear pore complex (NPC),Conditional phenotypes,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,6
2209,G235344,Essential,?,Nuclear pore complex (NPC),Conditional phenotypes,?,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,6
2210,G235345,Essential,?,Proteasome,Conditional phenotypes,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,6
2211,G235345,Essential,?,Proteasome,Conditional phenotypes,?,6,PROTEIN DESTINATION,nucleus,6
2212,G235348,Non-Essential,?,Respiration chain complexes,"Auxotrophies, carbon and",?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,6
2213,G235348,Non-Essential,?,Respiration chain complexes,"Auxotrophies, carbon and",?,6,ENERGY,mitochondria,6
2214,G235348,Non-Essential,?,Respiration chain complexes,Cell morphology and organelle mutants,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,6
2215,G235348,Non-Essential,?,Respiration chain complexes,Cell morphology and organelle mutants,?,6,ENERGY,mitochondria,6
2216,G235348,Non-Essential,?,Respiration chain complexes,Conditional phenotypes,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,6
2217,G235348,Non-Essential,?,Respiration chain complexes,Conditional phenotypes,?,6,ENERGY,mitochondria,6
2218,G235349,Non-Essential,?,Anaphase promoting complex (APC),Conditional phenotypes,?,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,6
2219,G235349,Non-Essential,?,Anaphase promoting complex (APC),Conditional phenotypes,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,6
2220,G235349,Non-Essential,?,Anaphase promoting complex (APC),Conditional phenotypes,?,6,PROTEIN DESTINATION,nucleus,6
2221,G235350,Essential,?,RSC complex (Remodel the structure of chromatin),?,?,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,6
2222,G235350,Essential,?,RSC complex (Remodel the structure of chromatin),?,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,6
2223,G235350,Essential,?,RSC complex (Remodel the structure of chromatin),?,?,6,TRANSCRIPTION,nucleus,6
2224,G235357,Non-Essential,?,Translation complexes,?,PS00017,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,7
2225,G235357,Non-Essential,?,Translation complexes,?,PS00017,7,PROTEIN SYNTHESIS,mitochondria,7
2226,G235357,Non-Essential,?,Translation complexes,?,PS00190,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,7
2227,G235357,Non-Essential,?,Translation complexes,?,PS00190,7,PROTEIN SYNTHESIS,mitochondria,7
2228,G235358,Non-Essential,?,Transcription complexes/Transcriptosome,?,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
2229,G235358,Non-Essential,?,Transcription complexes/Transcriptosome,?,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
2230,G235358,Non-Essential,?,Transcription complexes/Transcriptosome,?,?,7,TRANSCRIPTION,nucleus,7
2231,G235359,Essential,?,Translation complexes,?,PS00709,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
2232,G235359,Essential,?,Translation complexes,?,PS00709,7,PROTEIN SYNTHESIS,cytoplasm,7
2233,G235359,Essential,?,Translation complexes,?,PS00993,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
2234,G235359,Essential,?,Translation complexes,?,PS00993,7,PROTEIN SYNTHESIS,cytoplasm,7
2235,G235363,Non-Essential,?,Translation complexes,?,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
2236,G235363,Non-Essential,?,Translation complexes,?,?,7,PROTEIN SYNTHESIS,cytoplasm,7
2237,G235366,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
2238,G235366,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,7
2239,G235366,Non-Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
2240,G235366,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
2241,G235366,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,7
2242,G235366,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
2243,G235371,Essential,?,Histone acetyltransferase complexes,?,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
2244,G235371,Essential,?,Histone acetyltransferase complexes,?,?,7,TRANSCRIPTION,nucleus,7
2245,G235371,Essential,?,Transcription complexes/Transcriptosome,?,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
2246,G235371,Essential,?,Transcription complexes/Transcriptosome,?,?,7,TRANSCRIPTION,nucleus,7
2247,G235372,Non-Essential,?,?,"Auxotrophies, carbon and",?,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,7
2248,G235372,Non-Essential,?,?,"Auxotrophies, carbon and",?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
2249,G235372,Non-Essential,?,?,"Auxotrophies, carbon and",?,7,METABOLISM,nucleus,7
2250,G235372,Non-Essential,?,?,"Auxotrophies, carbon and",?,7,TRANSCRIPTION,nucleus,7
2251,G235372,Non-Essential,?,?,Nucleic acid metabolism defects,?,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,7
2252,G235372,Non-Essential,?,?,Nucleic acid metabolism defects,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
2253,G235372,Non-Essential,?,?,Nucleic acid metabolism defects,?,7,METABOLISM,nucleus,7
2254,G235372,Non-Essential,?,?,Nucleic acid metabolism defects,?,7,TRANSCRIPTION,nucleus,7
2255,G235375,Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
2256,G235375,Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,?,7,TRANSCRIPTION,nucleus,7
2257,G235379,?,?,L-aminopadipate-semialdehyde dehydrogenase,?,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
2258,G235379,?,?,L-aminopadipate-semialdehyde dehydrogenase,?,?,7,METABOLISM,cytoplasm,7
2259,G235380,Essential,?,Prenyltransferases,Cell cycle defects,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,7
2260,G235380,Essential,?,Prenyltransferases,Cell cycle defects,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
2261,G235380,Essential,?,Prenyltransferases,Cell cycle defects,?,7,METABOLISM,cytoplasm,7
2262,G235380,Essential,?,Prenyltransferases,Cell cycle defects,?,7,PROTEIN DESTINATION,cytoplasm,7
2263,G235380,Essential,?,Prenyltransferases,Cell morphology and organelle mutants,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,7
2264,G235380,Essential,?,Prenyltransferases,Cell morphology and organelle mutants,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
2265,G235380,Essential,?,Prenyltransferases,Cell morphology and organelle mutants,?,7,METABOLISM,cytoplasm,7
