,GeneID,Localization,sum(Expression_Corr),max(Expression_Corr),min(Expression_Corr),nb_rows_in_Genes,nb_rows_in_Interactions
820,G239672,mitochondria,-0.154090021,-0.154090021,-0.154090021,5,1.0
821,G239673,cytoplasm,4.3782809170000005,0.8593603809999999,0.0,24,8.0
822,G239711,plasma membrane,-0.202081146,-0.202081146,-0.202081146,2,1.0
823,G239733,nucleus,0.0,0.0,0.0,3,0.0
824,G239770,cytoplasm,0.0,0.0,0.0,2,0.0
825,G239777,mitochondria,0.0,0.0,0.0,4,0.0
826,G239782,nucleus,0.0,0.0,0.0,2,0.0
827,G239789,cytoplasm,0.0,0.0,0.0,4,0.0
828,G239804,nucleus,1.837348621,0.9393732,0.8979754209999999,4,2.0
829,G239832,cytoplasm,0.0,0.0,0.0,2,0.0
830,G239837,cytoplasm,0.0,0.0,0.0,2,0.0
831,G239853,integral membrane,0.0,0.0,0.0,1,0.0
832,G239877,nucleus,0.0,0.0,0.0,8,0.0
833,G239882,mitochondria,0.0,0.0,0.0,4,0.0
834,G239950,nucleus,0.0,0.0,0.0,3,0.0
835,G239952,ER,0.0,0.0,0.0,2,0.0
836,G239965,cytoplasm,-0.337207461,0.212337482,-0.549544943,1,2.0
837,G239966,cytoplasm,0.0,0.0,0.0,1,0.0
838,G239975,nucleus,0.902129907,0.902129907,0.902129907,3,1.0
839,G239976,nucleus,0.846469013,0.846469013,0.846469013,2,1.0
840,G239986,nucleus,0.0,0.0,0.0,2,0.0
841,G240012,cytoplasm,0.0,0.0,0.0,4,0.0
842,G240017,nucleus,0.0,0.0,0.0,6,0.0
843,G240030,plasma membrane,0.0,0.0,0.0,3,0.0
844,G240032,peroxisome,0.0,0.0,0.0,2,0.0
845,G240043,cytoplasm,0.68881478,0.68881478,0.68881478,4,1.0
846,G240048,cytoplasm,0.0,0.0,0.0,4,0.0
847,G240065,cytoplasm,2.6981344710000004,0.905905949,-0.6528786999999999,2,7.0
848,G240099,cytoplasm,0.0,0.0,0.0,2,0.0
849,G240271,nucleus,0.0,0.0,0.0,2,0.0
850,G240292,cytoplasm,0.0,0.0,0.0,2,0.0
851,G240301,vacuole,0.0,0.0,0.0,8,0.0
852,G240303,nucleus,-0.36216862,-0.36216862,-0.36216862,8,1.0
853,G240323,mitochondria,0.0,0.0,0.0,3,0.0
854,G240337,nucleus,-0.508882033,-0.508882033,-0.508882033,4,1.0
855,G240346,ER,1.0,1.0,1.0,2,1.0
856,G240400,cytoplasm,1.6689991590000002,0.881404827,0.7875943320000001,15,2.0
857,G240410,cytoplasm,1.5051865830000002,1.0,0.220155279,2,3.0
858,G240468,cytoplasm,0.0,0.0,0.0,2,0.0
859,G240490,nucleus,0.0,0.0,0.0,2,0.0
860,G240494,cytoplasm,0.0,0.0,0.0,2,0.0
861,G240504,cytoplasm,0.798424307,0.798424307,0.798424307,2,1.0
